,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_Tenure_Ratio
2352,8,1,30,3,19.7,168.9,0,21.1125
2353,3,1,30,1,80.35,253.8,0,84.60000000000001
2354,9,1,730,2,19.6,197.4,0,21.933333333333334
2356,46,1,30,4,45.2,2065.15,0,44.8945652173913
2358,55,1,365,1,19.7,1140.05,0,20.728181818181817
2359,33,1,30,3,72.75,2447.45,0,74.1651515151515
2361,1,1,30,2,45.95,45.95,1,45.95
2362,49,0,30,1,39.2,1838.15,0,37.51326530612245
2363,1,1,30,1,44.75,44.75,0,44.75
2364,14,1,30,1,82.65,1185.0,0,84.64285714285714
2365,18,1,30,3,93.9,1743.9,0,96.88333333333334
2366,1,1,30,1,70.15,70.15,1,70.15
2367,1,1,30,4,85.55,85.55,1,85.55
2371,1,1,30,1,25.7,25.7,0,25.7
2374,2,1,30,2,19.4,50.6,0,25.3
2376,11,1,365,1,61.25,729.95,0,66.35909090909091
2377,47,1,30,1,55.3,2654.05,0,56.469148936170214
2378,35,1,30,1,70.3,2416.55,1,69.04428571428572
2381,11,1,365,2,19.5,226.8,0,20.61818181818182
2382,29,0,365,4,39.5,1082.75,0,37.33620689655172
2383,21,0,30,1,26.05,565.75,0,26.94047619047619
2385,3,0,30,2,29.65,90.05,0,30.016666666666666
2386,43,1,30,2,50.2,2169.4,0,50.45116279069768
2388,1,1,30,1,55.45,55.45,0,55.45
2390,8,1,365,1,19.8,160.05,0,20.00625
2391,8,1,30,1,59.25,436.6,0,54.575
2392,20,1,30,4,90.7,1781.35,0,89.0675
2395,31,1,365,1,90.7,2835.5,0,91.46774193548387
2396,38,1,365,4,95.0,3591.25,0,94.50657894736842
2397,1,1,30,1,88.35,88.35,1,88.35
2398,2,0,30,2,30.25,63.75,0,31.875
2399,12,0,30,3,49.85,617.15,0,51.42916666666667
2400,9,1,30,3,93.0,870.25,0,96.69444444444444
2401,11,1,30,1,54.55,601.25,0,54.65909090909091
2402,6,1,30,2,19.7,111.65,0,18.608333333333334
2404,42,1,365,4,94.45,3923.8,0,93.42380952380952
2405,8,1,30,1,94.2,777.3,1,97.1625
2406,5,1,30,1,96.25,512.45,1,102.49000000000001
2407,2,1,30,1,70.7,141.45,1,70.725
2408,45,1,730,2,20.85,892.15,0,19.825555555555557
2409,28,0,365,4,60.0,1682.05,0,60.073214285714286
2410,43,1,30,1,80.45,3398.9,0,79.04418604651163
2412,42,0,365,2,33.55,1445.3,1,34.41190476190476
2413,7,0,730,4,49.65,305.55,0,43.65
2414,25,1,365,3,20.2,507.9,0,20.316
2415,40,1,30,4,94.55,3640.45,1,91.01124999999999
2417,10,0,30,1,35.75,389.8,0,38.980000000000004
2418,27,1,30,3,86.45,2401.05,0,88.92777777777779
2419,11,1,365,3,53.8,651.55,0,59.23181818181818
2420,4,0,30,4,38.55,156.1,0,39.025
2422,1,1,30,1,70.05,70.05,0,70.05
2423,18,1,365,2,20.1,407.05,0,22.61388888888889
2425,26,1,30,1,20.3,511.25,0,19.66346153846154
2426,17,0,30,4,35.65,646.05,0,38.002941176470586
2427,1,0,30,1,35.9,35.9,1,35.9
2430,30,1,730,2,55.65,1653.85,0,55.12833333333333
2431,2,0,30,2,24.45,47.5,1,23.75
2432,50,1,365,1,25.2,1306.3,0,26.125999999999998
2433,9,0,365,2,50.8,463.6,0,51.51111111111111
2434,3,1,30,2,19.65,60.65,0,20.216666666666665
2435,14,1,30,4,59.8,824.85,0,58.917857142857144
2436,31,1,30,4,73.55,2094.65,0,67.56935483870969
2437,7,1,30,1,61.4,438.9,0,62.699999999999996
2439,17,1,365,3,19.9,329.75,0,19.397058823529413
2440,32,1,30,4,19.45,674.55,0,21.0796875
2441,2,1,30,2,81.5,162.55,0,81.275
2442,7,1,30,1,84.8,546.95,1,78.13571428571429
2445,27,1,30,2,74.4,1972.35,0,73.05
2446,18,1,30,4,90.0,1527.35,1,84.85277777777777
2447,7,1,30,1,74.9,490.55,0,70.07857142857144
2449,11,1,30,3,59.65,683.25,0,62.11363636363637
2452,15,1,30,4,74.2,1133.9,1,75.59333333333333
2453,4,1,30,1,74.45,294.45,0,73.6125
2455,5,1,30,1,89.35,461.7,1,92.34
2456,47,1,730,2,24.55,1160.45,0,24.690425531914894
2459,8,1,30,4,20.45,162.3,0,20.2875
2460,48,1,730,2,19.55,883.35,0,18.403125
2462,1,1,30,3,70.45,70.45,0,70.45
2463,8,1,30,3,85.65,659.45,0,82.43125
2464,1,1,30,1,77.15,77.15,1,77.15
2465,1,0,30,3,35.25,35.25,1,35.25
2466,60,1,730,2,20.55,1205.05,0,20.084166666666665
2468,4,0,30,1,48.55,201.0,1,50.25
2469,29,1,365,2,20.0,599.3,0,20.66551724137931
2473,6,1,30,2,19.85,119.3,0,19.883333333333333
2477,3,1,30,2,86.05,244.85,0,81.61666666666666
2478,4,1,30,2,44.55,220.75,0,55.1875
2479,56,1,730,4,75.85,4261.2,0,76.09285714285714
2481,61,1,730,3,25.0,1501.75,0,24.618852459016395
2482,2,1,30,1,45.0,89.75,0,44.875
2484,12,1,30,2,20.5,255.5,0,21.291666666666668
2485,14,1,30,1,80.45,1072.0,1,76.57142857142857
2486,28,1,365,1,90.45,2509.25,0,89.61607142857143
2487,24,1,30,3,60.45,1440.75,0,60.03125
2488,31,1,30,1,55.25,1715.65,1,55.343548387096774
2491,42,1,30,4,20.35,869.9,0,20.711904761904762
2492,13,0,30,1,54.45,706.85,1,54.37307692307692
2493,6,1,30,1,90.75,512.25,0,85.375
2494,35,1,30,4,75.35,2636.05,1,75.3157142857143
2495,38,1,365,4,20.25,814.75,0,21.44078947368421
2496,18,1,730,4,20.05,388.6,0,21.58888888888889
2497,4,1,30,2,19.6,93.45,0,23.3625
2498,27,1,30,1,53.8,1389.85,0,51.47592592592592
2499,41,1,365,2,70.2,2894.55,0,70.59878048780489
2500,50,1,365,1,75.5,4025.6,0,80.512
2503,44,1,365,3,20.6,926.0,0,21.045454545454547
2504,2,1,30,1,75.7,189.2,1,94.6
2505,34,1,365,3,20.1,682.1,0,20.061764705882354
2510,1,1,30,2,74.25,74.25,1,74.25
2511,29,1,365,3,90.1,2656.7,0,91.6103448275862
2512,23,1,365,3,68.75,1689.45,0,73.45434782608696
2513,52,1,730,2,19.2,1054.75,0,20.283653846153847
2514,25,1,30,1,89.7,2187.55,1,87.50200000000001
2516,16,1,30,1,96.4,1581.2,1,98.825
2517,1,1,30,3,69.5,69.5,1,69.5
2519,2,1,30,1,91.45,171.45,0,85.725
2520,34,1,730,2,84.75,2839.45,0,83.51323529411764
2521,36,1,30,4,85.25,3132.75,1,87.02083333333333
2522,53,1,365,2,78.75,3942.45,0,74.38584905660377
2523,47,1,730,4,20.25,873.4,0,18.582978723404256
2526,1,1,30,2,19.4,19.4,1,19.4
2527,9,1,30,1,83.3,803.3,1,89.25555555555555
2528,8,1,30,3,80.1,679.3,1,84.9125
2529,45,1,365,4,62.7,2791.5,1,62.03333333333333
2536,25,1,365,3,25.3,676.35,1,27.054000000000002
2538,34,0,730,1,40.55,1325.85,0,38.995588235294115
2542,35,1,365,2,72.1,2495.15,0,71.29
2544,12,1,365,1,78.85,876.75,0,73.0625
2546,25,1,30,4,76.15,1992.95,0,79.718
2547,52,0,730,2,39.1,1982.1,0,38.11730769230769
2548,8,1,30,4,69.95,562.7,0,70.3375
2549,2,1,30,2,20.05,33.7,0,16.85
2550,56,1,730,2,20.05,1090.1,0,19.46607142857143
2551,12,1,30,3,19.45,227.45,0,18.954166666666666
2552,47,1,365,1,26.9,1250.85,0,26.613829787234042
2553,2,1,30,1,19.2,37.2,0,18.6
2554,18,1,30,2,50.0,892.7,0,49.59444444444445
2555,8,1,30,1,60.0,487.75,0,60.96875
2556,45,1,30,2,84.55,3713.95,0,82.53222222222222
2557,3,1,30,2,45.45,141.7,0,47.23333333333333
2558,38,1,365,2,20.05,678.2,0,17.847368421052632
2560,46,1,30,1,93.7,4154.8,1,90.32173913043479
2564,18,1,365,4,82.0,1425.45,1,79.19166666666666
2565,13,1,730,3,25.0,332.5,0,25.576923076923077
2568,15,1,730,2,19.35,278.85,0,18.59
2570,30,1,30,4,94.05,2866.45,1,95.54833333333333
2573,1,1,30,2,54.75,54.75,1,54.75
2574,39,1,30,3,95.65,3759.05,1,96.38589743589743
2575,35,1,30,3,19.25,617.65,0,17.647142857142857
2577,1,1,30,1,94.6,94.6,1,94.6
2579,48,1,730,4,20.15,982.95,0,20.478125000000002
2581,10,1,30,4,20.0,198.7,0,19.869999999999997
2583,57,1,730,3,69.85,4003.0,0,70.2280701754386
2584,58,1,30,4,65.25,3791.6,0,65.37241379310345
2585,37,1,730,2,19.8,813.3,0,21.98108108108108
2586,44,1,30,2,19.6,780.25,0,17.732954545454547
2587,27,1,365,4,20.05,552.9,0,20.477777777777778
2588,8,1,30,1,49.4,408.25,0,51.03125
2589,3,1,30,1,76.05,231.8,1,77.26666666666667
2590,25,1,30,3,88.4,2191.15,0,87.646
2592,12,1,30,2,19.45,246.25,0,20.520833333333332
2596,21,1,365,4,58.85,1215.45,0,57.87857142857143
2598,7,1,30,1,75.15,525.0,0,75.0
2600,1,1,30,1,70.1,70.1,0,70.1
2605,13,1,730,2,20.4,261.3,0,20.1
2607,1,1,30,1,69.75,69.75,1,69.75
2608,7,0,30,1,34.5,279.25,1,39.892857142857146
2610,39,0,30,4,30.1,1131.3,1,29.007692307692306
2611,10,1,30,1,70.3,738.2,1,73.82000000000001
2612,14,1,30,4,80.45,1137.05,0,81.21785714285714
2613,1,1,30,2,80.2,80.2,1,80.2
2616,6,1,30,3,44.6,260.8,1,43.46666666666667
2617,1,1,30,2,19.6,19.6,1,19.6
2618,25,1,365,1,19.9,505.45,0,20.218
2620,18,1,30,1,68.35,1299.8,0,72.21111111111111
2622,28,1,365,1,51.0,1381.8,0,49.35
2623,2,1,30,4,80.55,188.1,0,94.05
2624,17,1,30,2,66.7,1077.05,0,63.35588235294117
2626,60,0,365,1,50.05,2911.5,0,48.525
2627,33,1,730,4,25.7,826.1,0,25.033333333333335
2628,1,1,30,2,83.4,83.4,0,83.4
2629,2,1,30,4,70.7,140.7,1,70.35
2632,55,1,730,2,64.75,3617.1,0,65.76545454545455
2634,1,1,30,1,84.8,84.8,1,84.8
2637,36,0,730,4,40.65,1547.35,0,42.981944444444444
2639,22,1,30,1,54.45,1127.35,1,51.24318181818182
2640,22,1,30,3,94.95,2142.8,0,97.4
2641,5,1,30,4,59.9,287.85,0,57.57000000000001
2642,47,1,30,1,85.3,4045.65,1,86.07765957446809
2643,33,1,30,1,83.35,2757.85,1,83.57121212121211
2644,18,0,30,4,33.5,600.0,1,33.333333333333336
2645,1,1,30,4,19.8,19.8,0,19.8
2647,2,1,30,2,20.0,40.9,0,20.45
2648,35,1,30,1,59.6,2094.9,0,59.854285714285716
2650,15,1,30,4,84.35,1302.65,0,86.84333333333333
2651,24,1,30,1,90.35,2238.5,1,93.27083333333333
2652,1,1,30,2,55.55,55.55,0,55.55
2654,1,1,30,1,90.75,90.75,1,90.75
2655,4,1,30,2,89.6,365.65,1,91.4125
2656,39,1,365,1,59.3,2209.15,0,56.6448717948718
2657,29,1,30,1,66.1,1912.15,0,65.93620689655172
2658,14,1,730,2,18.8,255.55,0,18.25357142857143
2660,13,1,30,4,52.1,670.65,0,51.58846153846154
2662,2,0,30,1,49.25,90.35,1,45.175
2665,33,1,365,1,93.55,3055.5,0,92.5909090909091
2668,1,1,30,2,19.75,19.75,1,19.75
2669,19,1,30,1,95.15,1789.25,1,94.17105263157895
2672,27,1,365,3,20.1,562.6,0,20.83703703703704
2674,4,1,30,2,20.05,91.45,0,22.8625
2675,42,1,730,2,20.7,828.85,0,19.73452380952381
2676,29,1,365,2,20.35,617.35,0,21.28793103448276
2677,4,1,30,4,70.05,266.9,1,66.725
2678,30,1,365,2,19.7,625.05,0,20.834999999999997
2679,4,1,30,1,74.65,301.4,1,75.35
2681,46,0,730,4,40.4,1842.7,0,40.05869565217392
2682,4,1,30,2,50.4,206.6,1,51.65
2683,7,1,30,2,79.65,604.7,1,86.38571428571429
2686,19,1,30,1,79.85,1471.75,1,77.46052631578948
2687,28,1,30,1,91.0,2626.15,0,93.79107142857143
2688,5,1,30,1,78.75,412.1,1,82.42
2690,8,1,30,4,80.45,583.45,1,72.93125
2691,7,1,365,1,59.1,369.25,0,52.75
2692,22,1,30,1,49.8,1049.05,0,47.684090909090905
2694,8,1,30,4,19.65,169.75,0,21.21875
2698,2,1,30,2,19.85,51.6,0,25.8
2699,34,1,30,1,96.35,3190.25,0,93.83088235294117
2700,35,0,30,1,24.15,812.5,0,23.214285714285715
2701,61,1,365,4,19.1,1143.8,0,18.750819672131147
2702,1,1,30,1,44.0,44.0,0,44.0
2703,1,1,30,2,50.1,50.1,1,50.1
2704,53,1,365,4,60.6,3297.0,0,62.20754716981132
2706,2,1,30,1,76.4,151.8,1,75.9
2709,41,0,30,1,53.95,2215.4,0,54.03414634146342
2710,24,1,365,4,20.4,482.8,0,20.116666666666667
2711,28,1,365,3,90.1,2598.95,1,92.81964285714285
2712,8,0,30,2,29.35,216.45,0,27.05625
2713,1,1,30,2,20.45,20.45,0,20.45
2715,41,1,30,3,25.25,996.45,0,24.303658536585367
2716,19,1,30,2,44.9,839.65,0,44.19210526315789
2719,56,1,730,4,72.6,4084.35,0,72.93482142857142
2720,15,1,30,1,51.55,765.5,1,51.03333333333333
2721,10,1,30,1,79.25,793.55,1,79.35499999999999
2722,32,1,730,2,18.95,613.95,0,19.1859375
2723,21,1,30,4,20.5,402.85,0,19.183333333333334
2725,2,0,30,1,24.5,46.4,0,23.2
2726,27,1,730,2,20.6,581.85,0,21.55
2727,5,1,30,3,94.85,462.8,1,92.56
2728,25,0,365,1,61.05,1540.2,0,61.608000000000004
2729,2,1,30,1,85.7,169.8,1,84.9
2732,4,1,30,4,20.4,94.5,0,23.625
2733,1,1,30,2,55.3,55.3,0,55.3
2734,11,1,30,2,20.25,208.0,0,18.90909090909091
2735,52,1,30,3,72.95,3829.75,0,73.64903846153847
2738,43,1,730,3,75.2,3254.35,0,75.68255813953488
2740,1,1,30,2,44.4,44.4,1,44.4
2741,5,1,30,1,89.5,477.7,1,95.53999999999999
2745,1,1,30,1,86.05,86.05,1,86.05
2746,31,1,730,2,21.0,697.7,0,22.506451612903227
2747,7,1,30,2,19.4,168.65,0,24.092857142857145
2748,4,0,30,1,44.55,174.3,1,43.575
2749,34,1,365,3,77.2,2753.8,0,80.99411764705883
2750,3,1,365,2,19.45,69.25,0,23.083333333333332
2751,19,0,30,2,24.85,434.8,0,22.88421052631579
2752,31,0,30,3,35.4,1077.5,1,34.75806451612903
2753,1,1,30,2,95.65,95.65,1,95.65
2754,3,0,30,2,41.35,107.25,0,35.75
2755,46,1,30,1,19.6,851.2,0,18.504347826086956
2756,1,1,30,2,20.95,20.95,1,20.95
2758,5,1,30,2,20.25,109.8,0,21.96
2759,1,1,30,3,19.65,19.65,0,19.65
2760,26,1,365,4,20.65,595.5,0,22.903846153846153
2761,10,0,30,1,34.7,329.8,1,32.980000000000004
2764,30,1,30,1,67.6,2000.2,0,66.67333333333333
2765,13,1,30,1,70.15,931.75,0,71.67307692307692
2767,46,1,30,3,84.8,3958.85,0,86.06195652173913
2768,12,1,365,2,19.7,260.9,0,21.741666666666664
2769,15,1,30,3,19.75,297.3,1,19.82
2770,17,1,30,1,92.55,1515.1,1,89.12352941176471
2771,13,1,30,2,63.15,816.8,0,62.83076923076923
2773,24,0,30,1,29.1,688.0,0,28.666666666666668
2774,6,1,30,2,50.05,288.35,0,48.05833333333334
2775,53,1,365,1,60.05,3229.65,1,60.93679245283019
2776,16,1,30,4,74.3,1178.25,1,73.640625
2777,10,1,30,1,20.0,185.4,0,18.54
2778,13,1,365,2,74.65,966.25,0,74.32692307692308
2779,9,1,30,1,85.35,758.6,1,84.28888888888889
2780,25,1,365,2,74.3,1863.8,1,74.55199999999999
2781,7,0,30,1,44.4,265.8,0,37.971428571428575
2782,38,1,730,3,85.4,3297.0,0,86.76315789473684
2783,43,1,30,1,94.1,4107.3,0,95.51860465116279
2786,27,1,365,2,56.2,1567.55,0,58.0574074074074
2789,24,1,30,4,88.95,2072.75,0,86.36458333333333
2792,15,1,30,1,48.85,736.8,0,49.12
2793,4,1,30,1,80.1,336.15,0,84.0375
2794,28,1,30,1,56.05,1522.65,0,54.38035714285714
2795,9,1,30,1,74.55,622.9,1,69.21111111111111
2798,10,1,30,1,94.9,1048.85,1,104.88499999999999
2799,55,1,365,3,19.1,1001.5,0,18.20909090909091
2800,20,1,30,2,20.35,442.6,0,22.130000000000003
2803,43,1,730,3,19.65,779.25,0,18.122093023255815
2804,9,0,365,3,24.1,259.8,1,28.866666666666667
2805,60,1,730,3,59.85,3483.45,0,58.0575
2807,7,1,365,2,19.45,136.75,0,19.535714285714285
2808,2,1,30,1,97.1,184.15,0,92.075
2809,37,0,30,1,36.65,1315.0,0,35.54054054054054
2811,39,1,730,2,19.75,757.95,0,19.434615384615388
2815,3,1,30,2,88.35,262.05,1,87.35000000000001
2817,41,1,730,4,20.65,875.55,0,21.35487804878049
2818,29,1,30,4,94.65,2649.15,1,91.35000000000001
2819,4,1,30,1,55.2,220.65,0,55.1625
2820,53,1,365,3,24.05,1301.9,0,24.56415094339623
2821,1,1,30,1,74.4,74.4,1,74.4
2822,41,1,30,4,79.9,3326.2,1,81.12682926829268
2823,39,1,730,3,20.45,790.0,0,20.256410256410255
2825,15,1,30,1,26.35,378.6,0,25.240000000000002
2826,13,1,365,1,43.8,592.65,0,45.58846153846154
2827,1,1,30,2,50.15,50.15,0,50.15
2828,1,1,730,2,20.45,20.45,0,20.45
2829,8,1,30,1,69.7,560.85,1,70.10625
2830,60,1,730,1,61.4,3638.25,0,60.6375
2832,40,1,365,4,70.75,2921.75,0,73.04375
2834,42,1,365,2,20.25,854.9,0,20.354761904761904
2837,1,1,30,2,20.5,20.5,1,20.5
2838,41,1,730,2,20.0,810.3,0,19.76341463414634
2839,41,1,730,3,19.3,772.4,0,18.839024390243903
2840,23,1,30,2,84.4,1936.85,0,84.2108695652174
2841,3,0,30,1,25.1,79.8,0,26.599999999999998
2842,4,0,30,2,48.25,202.25,0,50.5625
2843,52,1,730,2,19.85,1070.5,0,20.58653846153846
2845,11,1,30,1,94.2,999.9,0,90.89999999999999
2846,2,1,30,2,62.15,113.1,0,56.55
2847,26,1,30,3,79.3,2015.8,0,77.53076923076922
2848,24,1,365,4,56.25,1454.25,0,60.59375
2849,12,1,30,2,20.3,246.7,0,20.558333333333334
2854,17,1,365,3,70.35,1201.65,0,70.68529411764706
2855,42,1,730,2,19.35,867.3,0,20.65
2856,1,1,30,1,50.15,50.15,0,50.15
2857,47,1,730,3,63.8,3007.25,0,63.984042553191486
2858,10,1,30,2,20.55,252.75,0,25.275
2861,1,1,30,1,81.95,81.95,1,81.95
2862,7,1,30,1,69.35,451.1,1,64.44285714285715
2863,1,1,30,2,44.6,44.6,0,44.6
2864,4,1,30,3,63.75,226.2,0,56.55
2866,12,1,30,1,84.6,1017.35,0,84.77916666666667
2867,24,1,365,4,20.45,527.35,0,21.972916666666666
2868,26,1,30,1,85.75,2146.5,0,82.5576923076923
2869,6,1,30,1,91.1,455.3,1,75.88333333333334
2871,14,1,30,1,86.1,1235.55,1,88.25357142857142
2872,42,1,730,1,22.95,1014.25,0,24.148809523809526
2873,25,1,30,3,94.7,2362.1,1,94.484
2875,22,1,30,1,85.1,1873.7,1,85.16818181818182
2876,19,1,365,4,19.7,386.5,0,20.342105263157894
2878,22,1,30,3,87.0,1850.65,0,84.12045454545455
2880,12,1,30,3,79.95,1043.4,0,86.95
2881,31,1,365,1,64.0,1910.75,0,61.63709677419355
2882,11,1,30,1,64.9,716.1,0,65.10000000000001
2887,1,1,30,2,45.05,45.05,1,45.05
2888,1,1,30,1,71.0,71.0,1,71.0
2889,58,0,365,2,50.0,2919.85,0,50.342241379310344
2890,47,1,30,3,70.55,3309.25,1,70.40957446808511
2891,1,1,30,1,79.7,79.7,1,79.7
2892,1,1,30,2,20.45,20.45,0,20.45
2893,22,1,30,1,59.0,1254.7,1,57.03181818181818
2894,48,1,365,4,60.35,2896.4,1,60.34166666666667
2895,37,1,365,3,19.85,717.5,0,19.39189189189189
2896,13,1,365,1,19.95,253.8,0,19.523076923076925
2897,43,1,730,3,26.45,1110.05,0,25.815116279069766
2898,6,0,730,2,63.4,348.8,0,58.13333333333333
2900,1,1,30,1,69.25,69.25,1,69.25
2902,6,1,30,1,74.1,450.9,0,75.14999999999999
2903,12,0,30,2,35.5,432.25,0,36.020833333333336
2904,25,1,30,2,70.95,1767.35,1,70.694
2905,21,1,365,1,79.2,1742.45,0,82.97380952380952
2906,6,1,30,2,48.8,297.35,0,49.55833333333334
2907,20,1,30,2,89.0,1820.45,1,91.02250000000001
2909,43,1,365,1,55.45,2444.25,0,56.843023255813954
2910,35,1,730,4,25.4,949.8,0,27.137142857142855
2911,1,1,30,3,73.5,73.5,1,73.5
2912,32,1,30,1,93.5,2970.8,0,92.8375
2913,52,0,730,4,63.9,3334.95,0,64.13365384615385
2914,32,1,365,3,64.85,2010.95,0,62.8421875
2916,51,0,30,4,44.45,2181.55,0,42.77549019607844
2918,8,0,30,2,43.35,371.4,0,46.425
2919,49,0,730,4,49.65,2409.9,0,49.18163265306123
2921,9,1,30,1,95.5,829.1,1,92.12222222222222
2922,28,1,30,2,92.35,2602.9,1,92.96071428571429
2924,11,1,30,1,74.55,824.75,1,74.97727272727273
2927,1,1,30,1,69.9,69.9,0,69.9
2929,40,0,365,2,40.25,1564.05,0,39.10125
2930,31,1,730,2,25.75,755.6,0,24.374193548387098
2934,12,1,30,3,19.4,198.1,0,16.508333333333333
2939,12,1,30,2,83.8,1029.75,1,85.8125
2940,53,0,30,1,54.45,2854.55,1,53.859433962264156
2942,46,1,730,1,19.95,907.05,0,19.718478260869563
2943,40,1,730,2,24.6,973.95,0,24.348750000000003
2944,12,0,30,3,50.95,605.75,0,50.479166666666664
2945,9,1,30,1,75.6,661.55,0,73.50555555555555
2946,51,1,30,1,80.75,4116.9,0,80.7235294117647
2949,56,1,365,4,60.25,3282.75,0,58.620535714285715
2950,4,1,30,1,20.2,55.7,0,13.925
2951,20,1,365,2,64.15,1274.45,0,63.722500000000004
2952,26,1,30,4,20.25,493.95,0,18.998076923076923
2954,7,1,30,2,75.45,480.75,1,68.67857142857143
2955,7,1,30,1,93.85,635.6,1,90.8
2957,4,1,30,2,80.3,324.2,0,81.05
2958,1,1,30,4,19.55,19.55,0,19.55
2961,12,1,30,2,53.75,648.65,0,54.05416666666667
2962,3,0,30,2,31.0,95.05,1,31.683333333333334
2963,34,1,365,4,25.6,917.15,0,26.974999999999998
2964,24,1,365,1,58.35,1346.9,0,56.12083333333334
2965,51,1,30,4,80.0,4242.35,1,83.18333333333334
2966,14,0,30,1,46.35,672.7,0,48.050000000000004
2968,3,1,30,1,90.4,268.45,0,89.48333333333333
2970,5,1,30,2,70.25,331.9,1,66.38
2974,28,1,30,4,94.5,2659.4,1,94.97857142857143
2975,3,1,30,2,60.65,196.9,0,65.63333333333334
2976,19,1,30,4,24.1,439.2,0,23.11578947368421
2977,1,1,30,2,19.5,19.5,0,19.5
2978,24,1,30,1,85.95,2107.15,0,87.79791666666667
2979,57,1,365,1,53.5,3035.8,0,53.25964912280702
2982,52,1,365,4,20.85,1071.6,0,20.607692307692307
2984,26,1,365,2,26.0,684.05,0,26.309615384615384
2986,55,1,730,4,69.05,3842.6,0,69.86545454545454
2987,33,1,730,2,20.1,670.35,0,20.313636363636363
2989,1,1,30,2,19.2,19.2,0,19.2
2990,10,0,30,2,33.9,298.45,1,29.845
2991,37,1,30,1,90.0,3371.75,0,91.12837837837837
2992,12,0,30,2,34.0,442.45,0,36.87083333333333
2993,1,1,365,2,20.4,20.4,0,20.4
2995,1,0,30,3,25.25,25.25,0,25.25
2996,18,1,30,2,60.6,1156.35,0,64.24166666666666
2998,2,1,30,1,74.75,144.8,0,72.4
2999,19,1,30,2,20.6,414.95,0,21.839473684210525
3000,12,1,30,1,84.45,1059.55,1,88.29583333333333
3001,9,1,30,2,20.4,181.8,0,20.200000000000003
3002,27,1,365,1,81.7,2212.55,0,81.9462962962963
3003,27,1,30,1,79.5,2180.55,1,80.76111111111112
3004,1,1,30,2,89.15,89.15,1,89.15
3005,24,1,30,2,20.3,459.95,0,19.164583333333333
3006,14,1,30,1,74.95,1036.75,1,74.05357142857143
3007,32,1,30,1,74.4,2276.95,1,71.1546875
3008,11,1,365,2,20.0,211.95,0,19.268181818181816
3009,1,1,30,2,25.0,25.0,0,25.0
3010,38,1,30,2,80.45,3162.65,0,83.22763157894737
3011,9,1,730,2,19.75,210.65,0,23.405555555555555
3012,54,1,730,4,65.65,3566.7,0,66.05
3013,29,1,365,4,71.0,2080.1,0,71.72758620689655
3014,44,1,30,1,89.2,4040.2,0,91.82272727272726
3016,3,1,30,1,55.3,196.15,1,65.38333333333334
3017,18,1,365,2,61.5,1087.45,0,60.41388888888889
3019,22,1,30,1,55.15,1206.05,1,54.820454545454545
3020,33,0,365,4,34.05,1113.95,0,33.75606060606061
3021,5,1,30,2,19.95,107.05,0,21.41
3022,2,1,30,2,19.95,38.15,0,19.075
3024,9,1,30,2,20.4,184.1,0,20.455555555555556
3026,16,1,30,1,84.95,1378.25,1,86.140625
3027,8,1,30,2,20.7,137.6,0,17.2
3028,5,0,30,2,43.25,219.0,1,43.8
3029,23,1,365,4,48.35,1067.15,1,46.39782608695653
3030,1,1,30,1,79.55,79.55,1,79.55
3031,50,1,30,1,71.05,3444.85,1,68.89699999999999
3032,17,1,730,4,19.45,369.05,0,21.708823529411767
3034,1,1,30,1,84.5,84.5,1,84.5
3035,25,1,30,1,69.3,1813.1,0,72.524
3037,32,1,365,4,20.35,707.5,0,22.109375
3041,1,1,30,1,49.9,49.9,0,49.9
3042,46,0,30,3,30.3,1380.1,1,30.002173913043475
3043,2,0,30,1,30.4,78.65,1,39.325
3044,1,1,30,2,45.4,45.4,1,45.4
3045,48,1,365,1,65.65,3094.65,0,64.471875
3047,32,1,30,3,84.15,2585.95,1,80.8109375
3048,2,1,30,1,44.45,82.7,0,41.35
3049,3,1,30,1,19.75,58.85,1,19.616666666666667
3050,5,1,30,4,85.4,425.9,1,85.17999999999999
3052,37,1,30,2,55.05,2030.75,0,54.88513513513514
3055,49,1,30,4,75.2,3678.3,1,75.06734693877551
3056,50,1,730,4,70.5,3486.65,0,69.733
3057,25,1,365,1,19.6,411.15,0,16.445999999999998
3058,17,1,365,2,55.85,937.5,1,55.14705882352941
3060,25,0,365,4,38.1,970.4,0,38.816
3062,24,0,30,2,34.25,828.2,0,34.50833333333333
3064,21,1,30,1,68.65,1493.2,0,71.1047619047619
3065,1,1,30,2,45.8,45.8,0,45.8
3066,10,1,30,2,75.75,777.3,0,77.72999999999999
3067,6,1,30,1,84.4,556.35,1,92.72500000000001
3069,10,1,30,2,20.55,187.35,0,18.735
3070,6,0,30,4,50.95,307.6,0,51.26666666666667
3073,52,0,730,3,58.75,3038.55,0,58.43365384615385
3074,35,1,30,4,59.45,2136.9,0,61.05428571428572
3076,6,1,30,1,56.25,389.1,1,64.85000000000001
3077,45,1,730,4,53.3,2296.25,0,51.02777777777778
3078,2,1,30,1,85.55,187.45,1,93.725
3079,4,1,30,3,68.65,261.25,1,65.3125
3080,2,0,30,2,24.3,38.45,0,19.225
3081,4,1,30,1,77.85,299.2,1,74.8
3082,51,1,365,4,59.9,3043.6,0,59.67843137254902
3083,60,1,365,4,23.95,1506.4,0,25.10666666666667
3084,9,1,365,2,20.15,163.7,0,18.188888888888886
